Acoustic/Folk_0,Alt_1,Blues_2,Bollywood_3,Country_4,HipHop_5,Indie Alt_6,Instrumental_7,Metal_8,Pop_9,Rock_10
1.3271742e-06,0.00013983372,5.412346e-05,1.2787286e-06,9.544656e-07,9.343658e-06,0.49507153,1.7005958e-06,0.0010280918,0.00019381469,0.50349796
4.1733625e-07,0.004319639,5.3492986e-05,1.3155946e-07,1.4907071e-07,2.798884e-06,0.0030845166,6.1986816e-07,0.5294587,5.8704903e-05,0.46302086
7.9919245e-09,0.0001634996,1.0670971e-07,8.9803414e-08,2.1429528e-07,5.3580086e-05,0.00022096235,6.672503e-08,1.5934075e-06,0.97087103,0.028688896
3.074449e-07,0.0011124914,5.0571502e-06,2.087802e-06,7.4911765e-07,0.013920467,0.0006808921,4.179588e-07,0.0003517717,0.97119516,0.01273057
0.0046511544,0.03624066,0.00091542996,0.0001469643,0.067259,4.4969554e-05,9.866228e-05,0.00012912882,0.0006395039,0.8750019,0.014872662
1.6908418e-08,0.0067051277,5.3552358e-06,4.5515637e-07,1.9226116e-08,3.5833356e-05,0.9915767,2.363259e-06,0.00058519345,0.0002637472,0.00082518335
1.9441893e-06,0.4967511,0.00026252406,2.7161223e-06,2.188347e-06,0.0001797243,0.48949972,1.4806632e-06,0.0005788192,0.00080519344,0.011914626
4.2409094e-05,0.07175127,0.00096544425,6.3028397e-06,8.903279e-07,9.3497976e-05,0.040077496,6.031581e-06,0.23488298,1.3790267e-05,0.65215987
3.5840503e-07,0.48735282,8.456851e-05,7.410863e-08,1.9609068e-07,2.11093e-06,0.0037853261,4.001402e-07,0.0015425957,0.48467737,0.022554228
7.6129894e-05,0.013126476,0.6422524,2.8203046e-06,2.1482332e-07,3.2898402e-05,0.023516078,2.516837e-06,4.6245736e-06,0.0001885993,0.32079726
5.171857e-08,0.0020582904,0.0002508883,5.778817e-07,4.7321308e-07,2.3661638e-05,0.007295335,7.192615e-07,0.001195324,0.0007669139,0.9884078
1.1967119e-06,0.48529708,0.0023887744,3.5119253e-08,3.5063448e-07,3.5898292e-06,0.5008072,5.3825744e-07,7.358844e-06,3.4637567e-05,0.011459173
4.0473168e-08,0.0058125476,2.3204944e-05,3.9261026e-06,2.2922559e-06,5.262612e-06,0.014392574,7.508091e-07,0.29941955,0.00022263886,0.6801172
9.1592245e-10,6.6037896e-06,3.239995e-09,2.0108455e-09,1.3750759e-08,0.99956244,1.5194389e-05,2.0801207e-09,3.0177272e-09,0.00039798234,1.7782228e-05
4.8887017e-07,0.03907139,3.5947505e-05,1.8054048e-06,1.063181e-05,7.232809e-07,0.10683471,8.028591e-07,0.03835624,0.026845282,0.78884196
3.2158173e-08,6.061284e-05,2.0303747e-05,1.3495267e-07,1.5312133e-07,0.0002932182,4.3560598e-05,1.3953176e-07,0.004508275,8.2620856e-05,0.994991
5.130561e-05,0.0005213722,0.00030550803,2.9158255e-06,1.02184174e-07,0.00015523346,0.0012117522,7.6542227e-07,0.00012006499,0.06987948,0.92775154
2.786057e-07,0.00041176457,2.1763708e-06,1.8248805e-07,3.4206966e-08,2.3219059e-06,0.00012085105,3.3515943e-07,0.03301367,1.337148e-06,0.96644706
2.4542032e-06,0.08377808,0.00049014116,4.6304018e-07,1.0538604e-07,5.4022325e-06,0.39196575,5.41568e-06,0.00047221768,0.000259731,0.5230202
1.8594911e-06,7.345391e-07,2.7623454e-07,8.324038e-07,0.00019574902,8.961282e-05,1.0077174e-05,4.8280884e-07,4.6569614e-08,0.99965954,4.0790925e-05
0.0001787579,8.845968e-05,9.214366e-05,4.5367524e-05,0.00037852992,1.7132139e-06,6.2345556e-05,5.069124e-06,1.2899117e-08,0.9991461,1.4694325e-06
1.5106545e-07,0.0038802691,2.1164384e-05,9.975191e-07,4.589848e-06,1.7518605e-05,0.9305451,2.6345356e-07,0.0002475185,0.0036569024,0.061625578
1.5934302e-05,6.707619e-05,0.98453844,2.451338e-07,2.8006135e-09,0.0054900516,0.0005640902,1.8467233e-07,2.5901392e-07,0.0063250824,0.002998649
8.5226166e-05,0.023318691,0.008932593,3.8225576e-07,4.3242917e-08,0.00079757633,0.9253676,4.4635813e-06,1.4059307e-05,0.0393121,0.002167295
7.988703e-07,0.4851494,4.378331e-06,6.331468e-07,1.1465742e-05,0.00027706457,0.022995768,2.2278352e-06,2.361053e-05,0.48658153,0.0049531613
2.4445606e-07,0.00021439092,7.84821e-05,2.2209115e-08,2.9183018e-09,4.7842184e-07,0.0007026733,4.7616755e-08,0.9945879,2.2883502e-07,0.0044155386
3.5732126e-06,0.042726014,0.091956005,1.3793966e-05,9.893703e-08,7.353884e-06,0.19252913,8.30754e-06,4.2141517e-05,0.00020917077,0.6725044
4.703365e-06,8.7117575e-09,3.9250567e-09,0.99998236,3.6172632e-09,2.7080993e-09,2.5026926e-08,3.546751e-07,6.374107e-13,7.4287456e-08,1.2458118e-05
1.8964911e-08,0.00051598554,8.267559e-08,2.8481284e-07,1.2673266e-07,1.7729232e-07,0.00028039445,3.3367135e-07,0.004237702,4.5993325e-05,0.9949189
9.209311e-07,0.48160365,7.7702825e-05,5.7179594e-08,1.7926913e-08,6.8755065e-07,0.4952989,1.2364551e-06,0.00072622567,4.712346e-06,0.022285845
1.0023416e-07,0.0028577677,5.8194357e-05,1.0417516e-07,8.3463686e-07,1.5421521e-06,0.019377235,3.9437637e-07,0.00036224353,3.1136096e-05,0.9773104
3.6275405e-10,3.4593477e-08,3.974848e-08,2.501076e-10,1.1917011e-11,6.418224e-11,7.7686457e-07,3.6842443e-10,0.99997044,1.1224143e-10,2.8673683e-05
1.6443708e-05,0.0018948104,0.4610205,1.5610256e-06,1.3959581e-06,0.0015391747,0.14678265,5.266161e-06,2.4448595e-06,0.24539873,0.14333701
2.8956962e-05,2.6148535e-07,1.5315252e-06,7.4542163e-06,6.492906e-07,2.3648538e-06,5.1914944e-06,4.1311586e-07,3.6846168e-07,0.9999461,6.6329403e-06
1.5546185e-07,0.00020913646,6.9184523e-07,1.2610593e-07,7.1971124e-07,0.00015621247,0.0025058817,2.7875927e-07,6.733961e-06,0.9927093,0.004410777
7.866445e-07,0.004835396,0.0018384109,1.8191624e-06,3.0854733e-06,5.0401886e-05,0.064335644,7.231737e-06,0.016629828,0.23967494,0.6726225
1.077878e-08,0.0013891717,0.00018976165,1.1108941e-07,1.3885568e-09,1.2780863e-09,0.0013792032,1.1280805e-07,0.95580554,6.635221e-07,0.04123544
9.3058964e-07,0.9774621,2.9985147e-05,6.568154e-07,8.3874e-08,0.00019474834,0.0032946286,1.0614581e-06,5.227169e-05,8.535088e-06,0.018955007
4.576335e-06,0.0007562509,0.00041698138,5.982108e-08,7.564791e-08,8.342264e-06,0.000409923,8.492076e-07,1.767721e-08,0.9978592,0.0005437446
1.8310253e-06,0.002221979,0.004346233,5.0308536e-06,1.3827712e-06,0.00048142788,0.0140688745,4.153545e-06,0.04990621,0.020677315,0.9082856
1.0951925e-06,0.061659224,0.051125593,3.2514057e-05,4.10029e-06,0.01991642,0.4934773,0.00010816397,6.70495e-05,0.045153346,0.3284552
1.5056078e-07,0.00039516133,0.997544,6.100041e-08,6.2314416e-09,2.1729782e-06,0.0013571462,1.763306e-06,6.86377e-09,6.8981203e-06,0.00069261895
1.4931705e-07,0.0006970075,0.0015483962,3.3268068e-07,6.391015e-08,1.7947469e-06,0.0050157555,1.0650006e-06,0.41943428,0.00021548779,0.5730856
5.5230527e-07,0.025670417,7.415089e-05,3.9366253e-07,8.5826954e-08,1.321069e-05,0.18451282,7.933799e-06,0.084973745,4.7806974e-05,0.70469886
4.010545e-06,0.07855937,0.00088888523,1.2324836e-05,3.7012767e-05,6.980158e-05,0.09107076,3.0907445e-06,8.378275e-05,0.01145548,0.8178155
8.808316e-07,0.4957184,6.771997e-05,1.0344774e-07,2.526153e-07,7.5346264e-07,0.48779833,9.773787e-07,0.0006898753,1.545077e-05,0.015707212
7.806522e-07,0.011268259,0.007908742,1.0065021e-06,1.2362354e-05,5.5871124e-06,0.073597714,2.6262449e-06,9.578836e-05,0.013286697,0.89382046
