Acoustic/Folk_0,Alt_1,Blues_2,Bollywood_3,Country_4,HipHop_5,Indie Alt_6,Instrumental_7,Metal_8,Pop_9,Rock_10
0.000602788,0.030407343,0.006466571,0.00060216687,0.0006027397,0.004667614,0.11312018,0.00060410704,0.021473102,0.012880287,0.8085731
0.000503721,0.04167076,0.004983822,0.00050320197,0.0005036806,0.0011504893,0.059588183,0.0005048233,0.6450717,0.005341868,0.24017777
0.00065555854,0.026885225,0.0021579457,0.00065488304,0.00065550604,0.08130011,0.018362027,0.00065699307,0.0024070719,0.7081154,0.15814927
0.001245426,0.10564863,0.003809428,0.0012441421,0.0012453262,0.014970693,0.06308006,0.0012481506,0.013889306,0.42552197,0.36809692
0.013512895,0.0011594293,0.00210395,0.00416593,0.15172417,0.0016955062,0.0011574792,0.0010332816,0.011178396,0.77350414,0.038764853
0.001230224,0.18090709,0.031386588,0.0012289558,0.0012301254,0.027014883,0.51419294,0.0012329153,0.01515377,0.03783319,0.18858932
0.0015872024,0.28034267,0.01508976,0.001585567,0.0015870754,0.020726211,0.21951129,0.0015906756,0.013003198,0.06715374,0.37782258
0.001145031,0.06952178,0.03340632,0.0011438505,0.0011449391,0.0039611724,0.1375443,0.001147536,0.20527236,0.00859432,0.5371184
0.0009800126,0.16157185,0.023506919,0.0009790022,0.000979934,0.0045523252,0.14114128,0.0009821566,0.088159524,0.14850394,0.42864302
0.0010852765,0.03344227,0.38940024,0.0010841577,0.0010851896,0.0062888307,0.20255995,0.0010876508,0.008052315,0.030236008,0.32567808
0.0011930412,0.088624105,0.017354902,0.0011918119,0.0011929455,0.013948044,0.2568186,0.0011956518,0.12059662,0.060148258,0.437736
0.000837114,0.15515298,0.13508056,0.000836251,0.00083704694,0.0077640247,0.25451952,0.0008389453,0.008638467,0.03076598,0.40472913
0.0008223266,0.0663759,0.0041026343,0.0008214789,0.0008222607,0.0024814394,0.12306596,0.0008241256,0.29510704,0.018085029,0.48749176
0.00028404113,0.013522288,0.0032539694,0.00028374844,0.00028401834,0.88704556,0.009753068,0.00028466264,0.0008465418,0.064956136,0.019485945
0.000613858,0.13945504,0.006434803,0.00061322516,0.0006138088,0.0024634008,0.20445026,0.00061520096,0.096880056,0.034796443,0.5130639
0.0008754072,0.046982326,0.013874477,0.00087450515,0.00087533705,0.104392655,0.046363525,0.00087732275,0.13011605,0.036596015,0.6181724
0.000915973,0.030470388,0.06442171,0.0009150287,0.0009158996,0.014802932,0.11832228,0.0009179769,0.0389945,0.16961245,0.55971086
0.0006146103,0.032470923,0.00437951,0.0006139768,0.00061456114,0.002950743,0.030946355,0.0006159549,0.6225379,0.0029782057,0.30127725
0.0010171799,0.20372498,0.0117294425,0.0010161318,0.0010170984,0.0023625784,0.1904585,0.0010194057,0.09917425,0.0073362994,0.48114416
0.00663361,0.0011246076,0.0010149186,0.0016955638,0.020544548,0.0020257402,0.0011788806,0.0012546886,0.0012329086,0.94649774,0.016796723
0.084459335,0.0024501618,0.0044002207,0.011994882,0.061262958,0.002331577,0.0016461692,0.0021425493,0.0019010187,0.7894954,0.03791576
0.00082863326,0.11484993,0.0035761453,0.00082777906,0.00082856684,0.011552779,0.118051894,0.0008304461,0.085599646,0.04711819,0.615936
0.0005553395,0.01589366,0.7732773,0.00055476726,0.000555295,0.054872107,0.04801152,0.0005565547,0.0069580483,0.03230429,0.06646113
0.00093203154,0.14839137,0.12917492,0.00093107123,0.0009319569,0.027569588,0.5209577,0.000934071,0.0050010025,0.09894291,0.06623341
0.0012977315,0.24788699,0.024379736,0.0012963938,0.0012976276,0.017627371,0.43334955,0.0013005706,0.009199553,0.13443385,0.12793061
0.00076502137,0.059911195,0.030953104,0.0007642327,0.0007649601,0.0017613943,0.051589537,0.00076669507,0.60937417,0.0035552024,0.23979446
0.0008862169,0.09858288,0.27202722,0.0008853033,0.0008861459,0.0064669787,0.2466473,0.0008881557,0.012441437,0.045816254,0.31447208
0.01220684,0.0002252179,0.00037997315,0.96676296,0.00083612715,0.0003425508,0.00035469496,0.0006497943,0.0001791492,0.0036109583,0.014451777
0.00059096754,0.025979284,0.0019517912,0.00059035834,0.00059092016,0.0021850083,0.0358081,0.0005922604,0.28602642,0.012977564,0.63270736
0.0012224392,0.25892743,0.008004436,0.001221179,0.0012223413,0.0032670724,0.10410389,0.0012251135,0.2229578,0.0052367984,0.3926114
0.0005783901,0.06657494,0.0076445737,0.0005777941,0.00057834375,0.0035978772,0.12404162,0.0005796557,0.028626207,0.009496154,0.75770444
0.00028453482,0.0059823804,0.0024498429,0.00028424137,0.000284512,0.0005427954,0.0122800125,0.00028515744,0.90147346,0.0010268586,0.07510624
0.00093206606,0.031778205,0.32853562,0.0009311057,0.0009319914,0.01686082,0.15649858,0.0009341056,0.005675964,0.19606543,0.26085606
0.035908718,0.002076537,0.0025314426,0.012884724,0.02384023,0.0065162918,0.0016449138,0.0017623956,0.0015813544,0.8389301,0.07232333
0.0005424081,0.018571328,0.0020391066,0.00054184924,0.00054236467,0.04119521,0.02884692,0.00054359506,0.0019224803,0.8584477,0.04680712
0.0006490598,0.04268616,0.09320126,0.00064839097,0.0006490078,0.009719268,0.08216411,0.00065048004,0.009852265,0.41620502,0.34357494
0.0003796867,0.029715719,0.0046050376,0.0003792953,0.0003796563,0.0007349224,0.022674065,0.00038051733,0.75530756,0.002847236,0.18259636
0.0012264305,0.27842197,0.0496183,0.0012251663,0.0012263323,0.004163343,0.17757925,0.0012291135,0.048000533,0.01134659,0.42596295
0.0007233383,0.036044024,0.06758242,0.00072259293,0.00072328036,0.012427854,0.06161221,0.00072492106,0.0012325832,0.71660846,0.10159834
0.0011502324,0.050788946,0.07990261,0.0011490472,0.0011501403,0.026925059,0.08743948,0.0011527494,0.12139001,0.13970812,0.4892436
0.0011622648,0.08110686,0.16735093,0.0011610667,0.0011621717,0.048610013,0.3240388,0.0011648076,0.0035110752,0.24214636,0.12858567
0.00044610642,0.04517144,0.7826214,0.0004456468,0.0004460707,0.015039218,0.07162077,0.00044708262,0.001979473,0.02048722,0.06129561
0.00094729004,0.036484268,0.025021605,0.0009463135,0.0009472142,0.0021360423,0.077836595,0.00094936247,0.28545558,0.029346107,0.53992957
0.0008643095,0.10556822,0.009915235,0.0008634185,0.00086424034,0.001694025,0.32174712,0.00086620037,0.19525355,0.00434899,0.35801464
0.0014207234,0.18036714,0.012056081,0.0014192595,0.0014206097,0.010777908,0.16037183,0.0014238324,0.008536719,0.13661844,0.48558748
0.0009499169,0.1983874,0.0073034815,0.0009489381,0.00094984076,0.002617732,0.17457993,0.00095199543,0.13802993,0.0063019027,0.4689789
0.0013167863,0.08881054,0.042264026,0.0013154295,0.0013166808,0.008365522,0.18156913,0.0013196677,0.008881702,0.16220859,0.5026319
0.0012505809,0.19212954,0.018342387,0.0012492923,0.0012504807,0.018667413,0.14815855,0.0012533175,0.016488103,0.14562191,0.4555884
0.00086665625,0.1118928,0.006754858,0.0008657633,0.0008665868,0.0037692965,0.13760115,0.0008685527,0.082206436,0.016638383,0.63766956
0.000803976,0.13561311,0.0035463937,0.0008031476,0.00080391165,0.0017656455,0.095271304,0.0008057353,0.2397376,0.0035139346,0.5173353
0.000544351,0.06402199,0.0036685728,0.0005437901,0.0005443074,0.0010450865,0.03923386,0.0005455421,0.5274841,0.0034229802,0.3589454
0.0002958782,0.01979908,0.002297173,0.00029557335,0.0002958545,0.00232868,0.024779972,0.00029652566,0.9211079,0.0016060331,0.02689734
0.0005792096,0.07410469,0.022573996,0.0005786128,0.00057916314,0.0021369134,0.09239629,0.000580477,0.43856028,0.008482177,0.35942823
0.0005416777,0.043727167,0.063255,0.00063316163,0.00054163433,0.50649065,0.25711876,0.0005428628,0.004406073,0.0669896,0.055753388
